Num_Orden;Fecha;Hora_Cobro;Mesa;Propina;Mesero_Fk;Cliente:Fk
2099;2014-05-15;13:26;1;0.15;7;1
2099;2014-05-15;13:26;1;0.15;7;1
2100;2015-01-19;18:28;8;0.11;9;2
2100;2015-01-19;18:28;8;0.11;9;2
2100;2015-01-19;18:28;8;0.11;9;2
2100;2015-01-19;18:28;8;0.11;9;2
2100;2015-01-19;18:28;8;0.11;9;2
2100;2015-01-19;18:28;8;0.11;9;2
2100;2015-01-19;18:28;8;0.11;9;2
2100;2015-01-19;18:28;8;0.11;9;2
2100;2015-01-19;18:28;8;0.11;9;2
2100;2015-01-19;18:28;8;0.11;9;2
2100;2015-01-19;18:28;8;0.11;9;2
2100;2015-01-19;18:28;8;0.11;9;2
2100;2015-01-19;18:28;8;0.11;9;2
2100;2015-01-19;18:28;8;0.11;9;2
2100;2015-01-19;18:28;8;0.11;9;2
2100;2015-01-19;18:28;8;0.11;9;2
2100;2015-01-19;18:28;8;0.11;9;2
2100;2015-01-19;18:28;8;0.11;9;2
2101;2014-05-26;13:40;5;0.11;7;1
2101;2014-05-26;13:40;5;0.11;7;1
2101;2014-05-26;13:40;5;0.11;7;1
2101;2014-05-26;13:40;5;0.11;7;1
2101;2014-05-26;13:40;5;0.11;7;1
2101;2014-05-26;13:40;5;0.11;7;1
2101;2014-05-26;13:40;5;0.11;7;1
2101;2014-05-26;13:40;5;0.11;7;1
2101;2014-05-26;13:40;5;0.11;7;1
2101;2014-05-26;13:40;5;0.11;7;1
2101;2014-05-26;13:40;5;0.11;7;1
2101;2014-05-26;13:40;5;0.11;7;1
2101;2014-05-26;13:40;5;0.11;7;1
2101;2014-05-26;13:40;5;0.11;7;1
2101;2014-05-26;13:40;5;0.11;7;1
2101;2014-05-26;13:40;5;0.11;7;1
2101;2014-05-26;13:40;5;0.11;7;1
2101;2014-05-26;13:40;5;0.11;7;1
2101;2014-05-26;13:40;5;0.11;7;1
2102;2014-02-09;19:26;14;0.17;7;1
2102;2014-02-09;19:26;14;0.17;7;1
2102;2014-02-09;19:26;14;0.17;7;1
2102;2014-02-09;19:26;14;0.17;7;1
2102;2014-02-09;19:26;14;0.17;7;1
2102;2014-02-09;19:26;14;0.17;7;1
2102;2014-02-09;19:26;14;0.17;7;1
2103;2014-12-27;19:55;4;0.2;5;1
2103;2014-12-27;19:55;4;0.2;5;1
2103;2014-12-27;19:55;4;0.2;5;1
2103;2014-12-27;19:55;4;0.2;5;1
2103;2014-12-27;19:55;4;0.2;5;1
2103;2014-12-27;19:55;4;0.2;5;1
2103;2014-12-27;19:55;4;0.2;5;1
2103;2014-12-27;19:55;4;0.2;5;1
2103;2014-12-27;19:55;4;0.2;5;1
2103;2014-12-27;19:55;4;0.2;5;1
2103;2014-12-27;19:55;4;0.2;5;1
2104;2014-05-12;20:24;16;0.09;7;1
2104;2014-05-12;20:24;16;0.09;7;1
2104;2014-05-12;20:24;16;0.09;7;1
2104;2014-05-12;20:24;16;0.09;7;1
2104;2014-05-12;20:24;16;0.09;7;1
2104;2014-05-12;20:24;16;0.09;7;1
2104;2014-05-12;20:24;16;0.09;7;1
2104;2014-05-12;20:24;16;0.09;7;1
2104;2014-05-12;20:24;16;0.09;7;1
2104;2014-05-12;20:24;16;0.09;7;1
2104;2014-05-12;20:24;16;0.09;7;1
2104;2014-05-12;20:24;16;0.09;7;1
2104;2014-05-12;20:24;16;0.09;7;1
2105;2015-01-11;20:52;2;0.15;7;2
2105;2015-01-11;20:52;2;0.15;7;2
2105;2015-01-11;20:52;2;0.15;7;2
2105;2015-01-11;20:52;2;0.15;7;2
2105;2015-01-11;20:52;2;0.15;7;2
2105;2015-01-11;20:52;2;0.15;7;2
2105;2015-01-11;20:52;2;0.15;7;2
2105;2015-01-11;20:52;2;0.15;7;2
2105;2015-01-11;20:52;2;0.15;7;2
2105;2015-01-11;20:52;2;0.15;7;2
2105;2015-01-11;20:52;2;0.15;7;2
2105;2015-01-11;20:52;2;0.15;7;2
2105;2015-01-11;20:52;2;0.15;7;2
2105;2015-01-11;20:52;2;0.15;7;2
2105;2015-01-11;20:52;2;0.15;7;2
2105;2015-01-11;20:52;2;0.15;7;2
2105;2015-01-11;20:52;2;0.15;7;2
2105;2015-01-11;20:52;2;0.15;7;2
2105;2015-01-11;20:52;2;0.15;7;2
2105;2015-01-11;20:52;2;0.15;7;2
2106;2014-05-07;18:14;1;0.09;4;1
2106;2014-05-07;18:14;1;0.09;4;1
2106;2014-05-07;18:14;1;0.09;4;1
2106;2014-05-07;18:14;1;0.09;4;1
2106;2014-05-07;18:14;1;0.09;4;1
2106;2014-05-07;18:14;1;0.09;4;1
2106;2014-05-07;18:14;1;0.09;4;1
2106;2014-05-07;18:14;1;0.09;4;1
2106;2014-05-07;18:14;1;0.09;4;1
2107;2014-07-02;19:26;3;0.14;7;2
2107;2014-07-02;19:26;3;0.14;7;2
2107;2014-07-02;19:26;3;0.14;7;2
2107;2014-07-02;19:26;3;0.14;7;2
2107;2014-07-02;19:26;3;0.14;7;2
2107;2014-07-02;19:26;3;0.14;7;2
2108;2014-09-22;23:31;12;0.15;4;1
2108;2014-09-22;23:31;12;0.15;4;1
2108;2014-09-22;23:31;12;0.15;4;1
2108;2014-09-22;23:31;12;0.15;4;1
2108;2014-09-22;23:31;12;0.15;4;1
2108;2014-09-22;23:31;12;0.15;4;1
2108;2014-09-22;23:31;12;0.15;4;1
2108;2014-09-22;23:31;12;0.15;4;1
2108;2014-09-22;23:31;12;0.15;4;1
2108;2014-09-22;23:31;12;0.15;4;1
2108;2014-09-22;23:31;12;0.15;4;1
2108;2014-09-22;23:31;12;0.15;4;1
2108;2014-09-22;23:31;12;0.15;4;1
2108;2014-09-22;23:31;12;0.15;4;1
2108;2014-09-22;23:31;12;0.15;4;1
2108;2014-09-22;23:31;12;0.15;4;1
2109;2014-02-18;20:24;8;0.12;9;2
2109;2014-02-18;20:24;8;0.12;9;2
2109;2014-02-18;20:24;8;0.12;9;2
2109;2014-02-18;20:24;8;0.12;9;2
2109;2014-02-18;20:24;8;0.12;9;2
2109;2014-02-18;20:24;8;0.12;9;2
2109;2014-02-18;20:24;8;0.12;9;2
2109;2014-02-18;20:24;8;0.12;9;2
2109;2014-02-18;20:24;8;0.12;9;2
2109;2014-02-18;20:24;8;0.12;9;2
2109;2014-02-18;20:24;8;0.12;9;2
2109;2014-02-18;20:24;8;0.12;9;2
2109;2014-02-18;20:24;8;0.12;9;2
2109;2014-02-18;20:24;8;0.12;9;2
2109;2014-02-18;20:24;8;0.12;9;2
2109;2014-02-18;20:24;8;0.12;9;2
2109;2014-02-18;20:24;8;0.12;9;2
2109;2014-02-18;20:24;8;0.12;9;2
2110;2014-02-10;13:55;4;0.14;4;2
2110;2014-02-10;13:55;4;0.14;4;2
2110;2014-02-10;13:55;4;0.14;4;2
2110;2014-02-10;13:55;4;0.14;4;2
2110;2014-02-10;13:55;4;0.14;4;2
2110;2014-02-10;13:55;4;0.14;4;2
2110;2014-02-10;13:55;4;0.14;4;2
2110;2014-02-10;13:55;4;0.14;4;2
2110;2014-02-10;13:55;4;0.14;4;2
2110;2014-02-10;13:55;4;0.14;4;2
2110;2014-02-10;13:55;4;0.14;4;2
2111;2015-01-21;14:52;10;0.05;9;1
2111;2015-01-21;14:52;10;0.05;9;1
2111;2015-01-21;14:52;10;0.05;9;1
2111;2015-01-21;14:52;10;0.05;9;1
2111;2015-01-21;14:52;10;0.05;9;1
2111;2015-01-21;14:52;10;0.05;9;1
2111;2015-01-21;14:52;10;0.05;9;1
2111;2015-01-21;14:52;10;0.05;9;1
2111;2015-01-21;14:52;10;0.05;9;1
2111;2015-01-21;14:52;10;0.05;9;1
2111;2015-01-21;14:52;10;0.05;9;1
2111;2015-01-21;14:52;10;0.05;9;1
2111;2015-01-21;14:52;10;0.05;9;1
2111;2015-01-21;14:52;10;0.05;9;1
2111;2015-01-21;14:52;10;0.05;9;1
2111;2015-01-21;14:52;10;0.05;9;1
2111;2015-01-21;14:52;10;0.05;9;1
2112;2014-02-02;20:24;3;0.08;4;1
2112;2014-02-02;20:24;3;0.08;4;1
2112;2014-02-02;20:24;3;0.08;4;1
2112;2014-02-02;20:24;3;0.08;4;1
2112;2014-02-02;20:24;3;0.08;4;1
2112;2014-02-02;20:24;3;0.08;4;1
2112;2014-02-02;20:24;3;0.08;4;1
2112;2014-02-02;20:24;3;0.08;4;1
2112;2014-02-02;20:24;3;0.08;4;1
2113;2014-02-22;20:38;2;0.12;3;1
2113;2014-02-22;20:38;2;0.12;3;1
2113;2014-02-22;20:38;2;0.12;3;1
2113;2014-02-22;20:38;2;0.12;3;1
2113;2014-02-22;20:38;2;0.12;3;1
2113;2014-02-22;20:38;2;0.12;3;1
2113;2014-02-22;20:38;2;0.12;3;1
2113;2014-02-22;20:38;2;0.12;3;1
2113;2014-02-22;20:38;2;0.12;3;1
2113;2014-02-22;20:38;2;0.12;3;1
2113;2014-02-22;20:38;2;0.12;3;1
2113;2014-02-22;20:38;2;0.12;3;1
2113;2014-02-22;20:38;2;0.12;3;1
2113;2014-02-22;20:38;2;0.12;3;1
2113;2014-02-22;20:38;2;0.12;3;1
2113;2014-02-22;20:38;2;0.12;3;1
2113;2014-02-22;20:38;2;0.12;3;1
2113;2014-02-22;20:38;2;0.12;3;1
2114;2014-06-26;23:31;6;0.06;6;2
2114;2014-06-26;23:31;6;0.06;6;2
2114;2014-06-26;23:31;6;0.06;6;2
2114;2014-06-26;23:31;6;0.06;6;2
2114;2014-06-26;23:31;6;0.06;6;2
2114;2014-06-26;23:31;6;0.06;6;2
2114;2014-06-26;23:31;6;0.06;6;2
2114;2014-06-26;23:31;6;0.06;6;2
2115;2015-01-21;23:16;12;0.08;6;1
2115;2015-01-21;23:16;12;0.08;6;1
2115;2015-01-21;23:16;12;0.08;6;1
2115;2015-01-21;23:16;12;0.08;6;1
2115;2015-01-21;23:16;12;0.08;6;1
2115;2015-01-21;23:16;12;0.08;6;1
2115;2015-01-21;23:16;12;0.08;6;1
2115;2015-01-21;23:16;12;0.08;6;1
2115;2015-01-21;23:16;12;0.08;6;1
2115;2015-01-21;23:16;12;0.08;6;1
2115;2015-01-21;23:16;12;0.08;6;1
2116;2014-02-22;18:00;13;0.06;1;1
2116;2014-02-22;18:00;13;0.06;1;1
2116;2014-02-22;18:00;13;0.06;1;1
2116;2014-02-22;18:00;13;0.06;1;1
2116;2014-02-22;18:00;13;0.06;1;1
2116;2014-02-22;18:00;13;0.06;1;1
2116;2014-02-22;18:00;13;0.06;1;1
2116;2014-02-22;18:00;13;0.06;1;1
2116;2014-02-22;18:00;13;0.06;1;1
2116;2014-02-22;18:00;13;0.06;1;1
2116;2014-02-22;18:00;13;0.06;1;1
2116;2014-02-22;18:00;13;0.06;1;1
2116;2014-02-22;18:00;13;0.06;1;1
2116;2014-02-22;18:00;13;0.06;1;1
2116;2014-02-22;18:00;13;0.06;1;1
2116;2014-02-22;18:00;13;0.06;1;1
2117;2014-06-12;15:21;13;0.06;9;2
2117;2014-06-12;15:21;13;0.06;9;2
2117;2014-06-12;15:21;13;0.06;9;2
2117;2014-06-12;15:21;13;0.06;9;2
2117;2014-06-12;15:21;13;0.06;9;2
2117;2014-06-12;15:21;13;0.06;9;2
2117;2014-06-12;15:21;13;0.06;9;2
2117;2014-06-12;15:21;13;0.06;9;2
2117;2014-06-12;15:21;13;0.06;9;2
2117;2014-06-12;15:21;13;0.06;9;2
2117;2014-06-12;15:21;13;0.06;9;2
2118;2014-09-01;18:00;17;0.14;6;2
2118;2014-09-01;18:00;17;0.14;6;2
2118;2014-09-01;18:00;17;0.14;6;2
2118;2014-09-01;18:00;17;0.14;6;2
2118;2014-09-01;18:00;17;0.14;6;2
2118;2014-09-01;18:00;17;0.14;6;2
2118;2014-09-01;18:00;17;0.14;6;2
2118;2014-09-01;18:00;17;0.14;6;2
2118;2014-09-01;18:00;17;0.14;6;2
2118;2014-09-01;18:00;17;0.14;6;2
2118;2014-09-01;18:00;17;0.14;6;2
2118;2014-09-01;18:00;17;0.14;6;2
2118;2014-09-01;18:00;17;0.14;6;2
2118;2014-09-01;18:00;17;0.14;6;2
2118;2014-09-01;18:00;17;0.14;6;2
2119;2014-08-21;0:00;16;0.09;7;1
2119;2014-08-21;0:00;16;0.09;7;1
2119;2014-08-21;0:00;16;0.09;7;1
2119;2014-08-21;0:00;16;0.09;7;1
2119;2014-08-21;0:00;16;0.09;7;1
2119;2014-08-21;0:00;16;0.09;7;1
2119;2014-08-21;0:00;16;0.09;7;1
2119;2014-08-21;0:00;16;0.09;7;1
2119;2014-08-21;0:00;16;0.09;7;1
2119;2014-08-21;0:00;16;0.09;7;1
2119;2014-08-21;0:00;16;0.09;7;1
2119;2014-08-21;0:00;16;0.09;7;1
2119;2014-08-21;0:00;16;0.09;7;1
2120;2014-03-05;13:12;6;0.06;6;2
2120;2014-03-05;13:12;6;0.06;6;2
2120;2014-03-05;13:12;6;0.06;6;2
2120;2014-03-05;13:12;6;0.06;6;2
2120;2014-03-05;13:12;6;0.06;6;2
2120;2014-03-05;13:12;6;0.06;6;2
2121;2014-05-20;16:19;4;0.05;3;1
2121;2014-05-20;16:19;4;0.05;3;1
2121;2014-05-20;16:19;4;0.05;3;1
2121;2014-05-20;16:19;4;0.05;3;1
2121;2014-05-20;16:19;4;0.05;3;1
2121;2014-05-20;16:19;4;0.05;3;1
2121;2014-05-20;16:19;4;0.05;3;1
2121;2014-05-20;16:19;4;0.05;3;1
2122;2014-04-02;18:28;11;0.17;3;2
2122;2014-04-02;18:28;11;0.17;3;2
2122;2014-04-02;18:28;11;0.17;3;2
2122;2014-04-02;18:28;11;0.17;3;2
2123;2014-04-27;18:00;16;0.12;2;1
2123;2014-04-27;18:00;16;0.12;2;1
2123;2014-04-27;18:00;16;0.12;2;1
2123;2014-04-27;18:00;16;0.12;2;1
2123;2014-04-27;18:00;16;0.12;2;1
2123;2014-04-27;18:00;16;0.12;2;1
2123;2014-04-27;18:00;16;0.12;2;1
2123;2014-04-27;18:00;16;0.12;2;1
2123;2014-04-27;18:00;16;0.12;2;1
2123;2014-04-27;18:00;16;0.12;2;1
2123;2014-04-27;18:00;16;0.12;2;1
2123;2014-04-27;18:00;16;0.12;2;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2124;2014-03-23;18:28;13;0.15;8;1
2125;2014-12-25;22:33;5;0.08;1;1
2125;2014-12-25;22:33;5;0.08;1;1
2125;2014-12-25;22:33;5;0.08;1;1
2125;2014-12-25;22:33;5;0.08;1;1
2125;2014-12-25;22:33;5;0.08;1;1
2125;2014-12-25;22:33;5;0.08;1;1
2125;2014-12-25;22:33;5;0.08;1;1
2125;2014-12-25;22:33;5;0.08;1;1
2125;2014-12-25;22:33;5;0.08;1;1
2125;2014-12-25;22:33;5;0.08;1;1
2125;2014-12-25;22:33;5;0.08;1;1
2125;2014-12-25;22:33;5;0.08;1;1
2125;2014-12-25;22:33;5;0.08;1;1
2125;2014-12-25;22:33;5;0.08;1;1
2125;2014-12-25;22:33;5;0.08;1;1
2126;2014-11-16;20:38;10;0.09;1;1
2126;2014-11-16;20:38;10;0.09;1;1
2126;2014-11-16;20:38;10;0.09;1;1
2126;2014-11-16;20:38;10;0.09;1;1
2126;2014-11-16;20:38;10;0.09;1;1
2126;2014-11-16;20:38;10;0.09;1;1
2126;2014-11-16;20:38;10;0.09;1;1
2127;2014-10-07;19:26;7;0.09;7;2
2127;2014-10-07;19:26;7;0.09;7;2
2127;2014-10-07;19:26;7;0.09;7;2
2127;2014-10-07;19:26;7;0.09;7;2
2127;2014-10-07;19:26;7;0.09;7;2
2127;2014-10-07;19:26;7;0.09;7;2
2127;2014-10-07;19:26;7;0.09;7;2
2127;2014-10-07;19:26;7;0.09;7;2
2127;2014-10-07;19:26;7;0.09;7;2
2128;2014-08-03;16:04;16;0.14;2;1
2128;2014-08-03;16:04;16;0.14;2;1
2128;2014-08-03;16:04;16;0.14;2;1
2128;2014-08-03;16:04;16;0.14;2;1
2128;2014-08-03;16:04;16;0.14;2;1
2128;2014-08-03;16:04;16;0.14;2;1
2128;2014-08-03;16:04;16;0.14;2;1
2128;2014-08-03;16:04;16;0.14;2;1
2128;2014-08-03;16:04;16;0.14;2;1
2128;2014-08-03;16:04;16;0.14;2;1
2128;2014-08-03;16:04;16;0.14;2;1
2128;2014-08-03;16:04;16;0.14;2;1
2128;2014-08-03;16:04;16;0.14;2;1
2128;2014-08-03;16:04;16;0.14;2;1
2129;2014-04-01;19:12;16;0.13;7;1
2129;2014-04-01;19:12;16;0.13;7;1
2129;2014-04-01;19:12;16;0.13;7;1
2129;2014-04-01;19:12;16;0.13;7;1
2129;2014-04-01;19:12;16;0.13;7;1
2129;2014-04-01;19:12;16;0.13;7;1
2129;2014-04-01;19:12;16;0.13;7;1
2129;2014-04-01;19:12;16;0.13;7;1
2129;2014-04-01;19:12;16;0.13;7;1
2129;2014-04-01;19:12;16;0.13;7;1
2129;2014-04-01;19:12;16;0.13;7;1
2129;2014-04-01;19:12;16;0.13;7;1
2129;2014-04-01;19:12;16;0.13;7;1
2129;2014-04-01;19:12;16;0.13;7;1
2129;2014-04-01;19:12;16;0.13;7;1
2129;2014-04-01;19:12;16;0.13;7;1
2129;2014-04-01;19:12;16;0.13;7;1
2130;2014-02-03;21:07;16;0.09;2;1
2130;2014-02-03;21:07;16;0.09;2;1
2130;2014-02-03;21:07;16;0.09;2;1
2130;2014-02-03;21:07;16;0.09;2;1
2130;2014-02-03;21:07;16;0.09;2;1
2130;2014-02-03;21:07;16;0.09;2;1
2130;2014-02-03;21:07;16;0.09;2;1
2131;2014-10-15;19:26;2;0.16;1;1
2131;2014-10-15;19:26;2;0.16;1;1
2131;2014-10-15;19:26;2;0.16;1;1
2131;2014-10-15;19:26;2;0.16;1;1
2131;2014-10-15;19:26;2;0.16;1;1
2131;2014-10-15;19:26;2;0.16;1;1
2131;2014-10-15;19:26;2;0.16;1;1
2131;2014-10-15;19:26;2;0.16;1;1
2131;2014-10-15;19:26;2;0.16;1;1
2131;2014-10-15;19:26;2;0.16;1;1
2131;2014-10-15;19:26;2;0.16;1;1
2131;2014-10-15;19:26;2;0.16;1;1
2131;2014-10-15;19:26;2;0.16;1;1
2131;2014-10-15;19:26;2;0.16;1;1
2131;2014-10-15;19:26;2;0.16;1;1
2131;2014-10-15;19:26;2;0.16;1;1
2132;2014-09-18;23:02;12;0.11;9;2
2132;2014-09-18;23:02;12;0.11;9;2
2132;2014-09-18;23:02;12;0.11;9;2
2132;2014-09-18;23:02;12;0.11;9;2
2132;2014-09-18;23:02;12;0.11;9;2
2132;2014-09-18;23:02;12;0.11;9;2
2132;2014-09-18;23:02;12;0.11;9;2
2132;2014-09-18;23:02;12;0.11;9;2
2132;2014-09-18;23:02;12;0.11;9;2
2133;2014-09-25;21:21;14;0.14;6;1
2133;2014-09-25;21:21;14;0.14;6;1
2133;2014-09-25;21:21;14;0.14;6;1
2133;2014-09-25;21:21;14;0.14;6;1
2133;2014-09-25;21:21;14;0.14;6;1
2133;2014-09-25;21:21;14;0.14;6;1
2133;2014-09-25;21:21;14;0.14;6;1
2133;2014-09-25;21:21;14;0.14;6;1
2133;2014-09-25;21:21;14;0.14;6;1
2133;2014-09-25;21:21;14;0.14;6;1
2133;2014-09-25;21:21;14;0.14;6;1
2133;2014-09-25;21:21;14;0.14;6;1
2133;2014-09-25;21:21;14;0.14;6;1
2133;2014-09-25;21:21;14;0.14;6;1
2134;2014-06-24;16:04;9;0.15;6;1
2134;2014-06-24;16:04;9;0.15;6;1
2134;2014-06-24;16:04;9;0.15;6;1
2134;2014-06-24;16:04;9;0.15;6;1
2134;2014-06-24;16:04;9;0.15;6;1
2134;2014-06-24;16:04;9;0.15;6;1
2134;2014-06-24;16:04;9;0.15;6;1
2134;2014-06-24;16:04;9;0.15;6;1
2134;2014-06-24;16:04;9;0.15;6;1
2134;2014-06-24;16:04;9;0.15;6;1
2134;2014-06-24;16:04;9;0.15;6;1
2134;2014-06-24;16:04;9;0.15;6;1
2134;2014-06-24;16:04;9;0.15;6;1
2134;2014-06-24;16:04;9;0.15;6;1
2134;2014-06-24;16:04;9;0.15;6;1
2134;2014-06-24;16:04;9;0.15;6;1
2135;2015-01-03;19:55;7;0.2;5;1
2135;2015-01-03;19:55;7;0.2;5;1
2135;2015-01-03;19:55;7;0.2;5;1
2135;2015-01-03;19:55;7;0.2;5;1
2135;2015-01-03;19:55;7;0.2;5;1
2135;2015-01-03;19:55;7;0.2;5;1
2135;2015-01-03;19:55;7;0.2;5;1
2135;2015-01-03;19:55;7;0.2;5;1
2135;2015-01-03;19:55;7;0.2;5;1
2135;2015-01-03;19:55;7;0.2;5;1
2135;2015-01-03;19:55;7;0.2;5;1
2135;2015-01-03;19:55;7;0.2;5;1
2135;2015-01-03;19:55;7;0.2;5;1
2135;2015-01-03;19:55;7;0.2;5;1
2135;2015-01-03;19:55;7;0.2;5;1
2136;2014-10-23;22:19;17;0.17;2;1
2136;2014-10-23;22:19;17;0.17;2;1
2136;2014-10-23;22:19;17;0.17;2;1
2136;2014-10-23;22:19;17;0.17;2;1
2136;2014-10-23;22:19;17;0.17;2;1
2136;2014-10-23;22:19;17;0.17;2;1
2136;2014-10-23;22:19;17;0.17;2;1
2136;2014-10-23;22:19;17;0.17;2;1
2136;2014-10-23;22:19;17;0.17;2;1
2136;2014-10-23;22:19;17;0.17;2;1
2136;2014-10-23;22:19;17;0.17;2;1
2136;2014-10-23;22:19;17;0.17;2;1
2136;2014-10-23;22:19;17;0.17;2;1
2136;2014-10-23;22:19;17;0.17;2;1
2136;2014-10-23;22:19;17;0.17;2;1
2136;2014-10-23;22:19;17;0.17;2;1
2136;2014-10-23;22:19;17;0.17;2;1
2137;2014-06-12;14:24;1;0.11;8;1
2137;2014-06-12;14:24;1;0.11;8;1
2137;2014-06-12;14:24;1;0.11;8;1
2137;2014-06-12;14:24;1;0.11;8;1
2137;2014-06-12;14:24;1;0.11;8;1
2137;2014-06-12;14:24;1;0.11;8;1
2137;2014-06-12;14:24;1;0.11;8;1
2137;2014-06-12;14:24;1;0.11;8;1
2137;2014-06-12;14:24;1;0.11;8;1
2137;2014-06-12;14:24;1;0.11;8;1
2137;2014-06-12;14:24;1;0.11;8;1
2137;2014-06-12;14:24;1;0.11;8;1
2137;2014-06-12;14:24;1;0.11;8;1
2137;2014-06-12;14:24;1;0.11;8;1
2137;2014-06-12;14:24;1;0.11;8;1
2137;2014-06-12;14:24;1;0.11;8;1
2137;2014-06-12;14:24;1;0.11;8;1
2137;2014-06-12;14:24;1;0.11;8;1
2138;2014-08-17;13:55;4;0.09;9;1
2138;2014-08-17;13:55;4;0.09;9;1
2138;2014-08-17;13:55;4;0.09;9;1
2138;2014-08-17;13:55;4;0.09;9;1
2138;2014-08-17;13:55;4;0.09;9;1
2138;2014-08-17;13:55;4;0.09;9;1
2138;2014-08-17;13:55;4;0.09;9;1
2138;2014-08-17;13:55;4;0.09;9;1
2138;2014-08-17;13:55;4;0.09;9;1
2138;2014-08-17;13:55;4;0.09;9;1
2138;2014-08-17;13:55;4;0.09;9;1
2138;2014-08-17;13:55;4;0.09;9;1
2138;2014-08-17;13:55;4;0.09;9;1
2138;2014-08-17;13:55;4;0.09;9;1
2138;2014-08-17;13:55;4;0.09;9;1
2138;2014-08-17;13:55;4;0.09;9;1
2138;2014-08-17;13:55;4;0.09;9;1
2138;2014-08-17;13:55;4;0.09;9;1
2139;2014-06-14;15:36;4;0.14;1;1
2139;2014-06-14;15:36;4;0.14;1;1
2139;2014-06-14;15:36;4;0.14;1;1
2139;2014-06-14;15:36;4;0.14;1;1
2140;2014-09-25;15:50;5;0.11;3;1
2140;2014-09-25;15:50;5;0.11;3;1
2140;2014-09-25;15:50;5;0.11;3;1
2140;2014-09-25;15:50;5;0.11;3;1
2140;2014-09-25;15:50;5;0.11;3;1
2140;2014-09-25;15:50;5;0.11;3;1
2140;2014-09-25;15:50;5;0.11;3;1
2140;2014-09-25;15:50;5;0.11;3;1
2141;2014-12-15;15:21;16;0.12;2;2
2141;2014-12-15;15:21;16;0.12;2;2
2141;2014-12-15;15:21;16;0.12;2;2
2141;2014-12-15;15:21;16;0.12;2;2
2141;2014-12-15;15:21;16;0.12;2;2
2141;2014-12-15;15:21;16;0.12;2;2
2141;2014-12-15;15:21;16;0.12;2;2
2141;2014-12-15;15:21;16;0.12;2;2
2141;2014-12-15;15:21;16;0.12;2;2
2141;2014-12-15;15:21;16;0.12;2;2
2141;2014-12-15;15:21;16;0.12;2;2
2141;2014-12-15;15:21;16;0.12;2;2
2141;2014-12-15;15:21;16;0.12;2;2
2141;2014-12-15;15:21;16;0.12;2;2
2141;2014-12-15;15:21;16;0.12;2;2
2141;2014-12-15;15:21;16;0.12;2;2
2141;2014-12-15;15:21;16;0.12;2;2
2141;2014-12-15;15:21;16;0.12;2;2
2141;2014-12-15;15:21;16;0.12;2;2
2142;2014-09-15;22:19;3;0.17;1;1
2142;2014-09-15;22:19;3;0.17;1;1
2142;2014-09-15;22:19;3;0.17;1;1
2142;2014-09-15;22:19;3;0.17;1;1
2142;2014-09-15;22:19;3;0.17;1;1
2142;2014-09-15;22:19;3;0.17;1;1
2142;2014-09-15;22:19;3;0.17;1;1
2142;2014-09-15;22:19;3;0.17;1;1
2142;2014-09-15;22:19;3;0.17;1;1
2142;2014-09-15;22:19;3;0.17;1;1
2142;2014-09-15;22:19;3;0.17;1;1
2142;2014-09-15;22:19;3;0.17;1;1
2142;2014-09-15;22:19;3;0.17;1;1
2142;2014-09-15;22:19;3;0.17;1;1
2142;2014-09-15;22:19;3;0.17;1;1
2142;2014-09-15;22:19;3;0.17;1;1
2142;2014-09-15;22:19;3;0.17;1;1
2142;2014-09-15;22:19;3;0.17;1;1
2142;2014-09-15;22:19;3;0.17;1;1
2143;2014-04-25;0:00;14;0.13;6;1
2143;2014-04-25;0:00;14;0.13;6;1
2143;2014-04-25;0:00;14;0.13;6;1
2143;2014-04-25;0:00;14;0.13;6;1
2143;2014-04-25;0:00;14;0.13;6;1
2143;2014-04-25;0:00;14;0.13;6;1
2143;2014-04-25;0:00;14;0.13;6;1
2143;2014-04-25;0:00;14;0.13;6;1
2143;2014-04-25;0:00;14;0.13;6;1
2144;2014-02-07;15:07;15;0.09;9;1
2144;2014-02-07;15:07;15;0.09;9;1
2144;2014-02-07;15:07;15;0.09;9;1
2144;2014-02-07;15:07;15;0.09;9;1
2144;2014-02-07;15:07;15;0.09;9;1
2144;2014-02-07;15:07;15;0.09;9;1
2144;2014-02-07;15:07;15;0.09;9;1
2144;2014-02-07;15:07;15;0.09;9;1
2144;2014-02-07;15:07;15;0.09;9;1
2144;2014-02-07;15:07;15;0.09;9;1
2144;2014-02-07;15:07;15;0.09;9;1
